Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Host_Country,Tournament_Decade,Goal_Difference,Match_Outcome,Home_Win,Away_Win,Draw,Winning_Margin,Stage_Normalized,Is_Knockout,Goals_Per_Match,Tournament_Number,Is_Host_Match,Went_To_Extra_Time,Decided_On_Penalties,Went_To_Shootout,Match_Importance,Home_Continent,Away_Continent,Host_Continent
1958,1958-06-11 19:00:00,Group Stage,Nya Ullevi,Gothenburg ,Brazil,0.0,0.0,England,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,0.0,6,False,False,False,False,1,South America,Europe,Europe
1958,1958-06-11 19:00:00,Group Stage,Rasunda Stadium,Solna ,Mexico,1.0,1.0,Wales,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,2.0,6,False,False,False,False,1,North America,Europe,Europe
1958,1958-06-11 19:00:00,Group Stage,Idrottsparken,Norrk�Ping ,Paraguay,3.0,2.0,Scotland,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,6,False,False,False,False,1,South America,Europe,Europe
1958,1958-06-11 19:00:00,Group Stage,Arosvallen,Vasteras ,Yugoslavia,3.0,2.0,France,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-11 19:00:00,Group Stage,Ryavallen,Boras ,Soviet Union,2.0,0.0,Austria,,Sweden,1950,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-11 19:00:00,Group Stage,Olympia Stadium,Helsingborg ,Germany FR,2.0,2.0,Czechoslovakia,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,4.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-11 19:00:00,Group Stage,Orjans Vall,Halmstad ,Argentina,3.0,1.0,Northern Ireland,,Sweden,1950,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,6,False,False,False,False,1,South America,Europe,Europe
1958,1958-06-12 19:00:00,Group Stage,Rasunda Stadium,Solna ,Sweden,2.0,1.0,Hungary,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,6,True,False,False,False,1,Europe,Europe,Europe
1958,1958-06-15 14:00:00,Group Stage,Rasunda Stadium,Solna ,Sweden,0.0,0.0,Wales,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,0.0,6,True,False,False,False,1,Europe,Europe,Europe
1958,1958-06-15 19:00:00,Group Stage,Nya Ullevi,Gothenburg ,Brazil,2.0,0.0,Soviet Union,,Sweden,1950,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,6,False,False,False,False,1,South America,Europe,Europe
1958,1958-06-15 19:00:00,Group Stage,Malmo Stadion,Malm� ,Germany FR,2.0,2.0,Northern Ireland,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,4.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-15 19:00:00,Group Stage,Jarnvallen,Sandviken ,Hungary,4.0,0.0,Mexico,,Sweden,1950,4.0,Home Win,True,False,False,Rout,Group Stage,False,4.0,6,False,False,False,False,1,Europe,North America,Europe
1958,1958-06-15 19:00:00,Group Stage,Tunavallen,Eskilstuna ,Paraguay,3.0,3.0,Yugoslavia,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,6.0,6,False,False,False,False,1,South America,Europe,Europe
1958,1958-06-15 19:00:00,Group Stage,Eyravallen,Orebro ,France,2.0,1.0,Scotland,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-15 19:00:00,Group Stage,Ryavallen,Boras ,England,2.0,2.0,Austria,,Sweden,1950,0.0,Draw,False,False,True,,Group Stage,False,4.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-15 19:00:00,Group Stage,Olympia Stadium,Helsingborg ,Czechoslovakia,6.0,1.0,Argentina,,Sweden,1950,5.0,Home Win,True,False,False,Rout,Group Stage,False,7.0,6,False,False,False,False,1,Europe,South America,Europe
1958,1958-06-17 19:00:00,Group Stage,Nya Ullevi,Gothenburg ,Soviet Union,1.0,0.0,England,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-17 19:00:00,Group Stage,Malmo Stadion,Malm� ,Northern Ireland,2.0,1.0,Czechoslovakia,Northern Ireland win after extra time,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,6,False,True,False,False,1,Europe,Europe,Europe
1958,1958-06-17 19:00:00,Group Stage,Rasunda Stadium,Solna ,Wales,2.0,1.0,Hungary,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,6,False,False,False,False,1,Europe,Europe,Europe
1958,1958-06-19 19:00:00,Quarter-finals,Nya Ullevi,Gothenburg ,Brazil,1.0,0.0,Wales,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,1.0,6,False,False,False,False,4,South America,Europe,Europe
1958,1958-06-19 19:00:00,Quarter-finals,Malmo Stadion,Malm� ,Germany FR,1.0,0.0,Yugoslavia,,Sweden,1950,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,1.0,6,False,False,False,False,4,Europe,Europe,Europe
1958,1958-06-19 19:00:00,Quarter-finals,Rasunda Stadium,Solna ,Sweden,2.0,0.0,Soviet Union,,Sweden,1950,2.0,Home Win,True,False,False,Clear,Quarter-finals,True,2.0,6,True,False,False,False,4,Europe,Europe,Europe
1958,1958-06-19 19:00:00,Quarter-finals,Idrottsparken,Norrk�Ping ,France,4.0,0.0,Northern Ireland,,Sweden,1950,4.0,Home Win,True,False,False,Rout,Quarter-finals,True,4.0,6,False,False,False,False,4,Europe,Europe,Europe
1958,1958-06-24 19:00:00,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,3.0,1.0,Germany FR,,Sweden,1950,2.0,Home Win,True,False,False,Clear,Semi-finals,True,4.0,6,True,False,False,False,6,Europe,Europe,Europe
1958,1958-06-24 19:00:00,Semi-finals,Rasunda Stadium,Solna ,Brazil,5.0,2.0,France,,Sweden,1950,3.0,Home Win,True,False,False,Rout,Semi-finals,True,7.0,6,False,False,False,False,6,South America,Europe,Europe
1958,1958-06-28 17:00:00,Third Place Match,Nya Ullevi,Gothenburg ,France,6.0,3.0,Germany FR,,Sweden,1950,3.0,Home Win,True,False,False,Rout,Third Place Match,True,9.0,6,False,False,False,False,5,Europe,Europe,Europe
1958,1958-06-29 15:00:00,Final,Rasunda Stadium,Solna ,Brazil,5.0,2.0,Sweden,,Sweden,1950,3.0,Home Win,True,False,False,Rout,Final,True,7.0,6,True,False,False,False,7,South America,Europe,Europe
1962,1962-05-30 15:00:00,Group Stage,Carlos Dittborn,Arica ,Uruguay,2.0,1.0,Colombia,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,7,False,False,False,False,1,South America,South America,South America
1962,1962-05-30 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Brazil,2.0,0.0,Mexico,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,7,False,False,False,False,1,South America,North America,South America
1962,1962-05-30 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Argentina,1.0,0.0,Bulgaria,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,7,False,False,False,False,1,South America,Europe,South America
1962,1962-05-30 15:00:00,Group Stage,Nacional,Santiago De Chile ,Chile,3.0,1.0,Switzerland,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,7,True,False,False,False,1,South America,Europe,South America
1962,1962-05-31 15:00:00,Group Stage,Carlos Dittborn,Arica ,Soviet Union,2.0,0.0,Yugoslavia,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-05-31 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Czechoslovakia,1.0,0.0,Spain,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-05-31 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Hungary,2.0,1.0,England,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-05-31 15:00:00,Group Stage,Nacional,Santiago De Chile ,Germany FR,0.0,0.0,Italy,,Chile,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-06-02 15:00:00,Group Stage,Carlos Dittborn,Arica ,Yugoslavia,3.0,1.0,Uruguay,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,7,False,False,False,False,1,Europe,South America,South America
1962,1962-06-02 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Brazil,0.0,0.0,Czechoslovakia,,Chile,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,7,False,False,False,False,1,South America,Europe,South America
1962,1962-06-02 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,England,3.0,1.0,Argentina,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,7,False,False,False,False,1,Europe,South America,South America
1962,1962-06-02 15:00:00,Group Stage,Nacional,Santiago De Chile ,Chile,2.0,0.0,Italy,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,7,True,False,False,False,1,South America,Europe,South America
1962,1962-06-03 15:00:00,Group Stage,Carlos Dittborn,Arica ,Soviet Union,4.0,4.0,Colombia,,Chile,1960,0.0,Draw,False,False,True,,Group Stage,False,8.0,7,False,False,False,False,1,Europe,South America,South America
1962,1962-06-03 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Spain,1.0,0.0,Mexico,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,7,False,False,False,False,1,Europe,North America,South America
1962,1962-06-03 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Hungary,6.0,1.0,Bulgaria,,Chile,1960,5.0,Home Win,True,False,False,Rout,Group Stage,False,7.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-06-03 15:00:00,Group Stage,Nacional,Santiago De Chile ,Germany FR,2.0,1.0,Switzerland,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-06-06 15:00:00,Group Stage,Carlos Dittborn,Arica ,Soviet Union,2.0,1.0,Uruguay,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,7,False,False,False,False,1,Europe,South America,South America
1962,1962-06-06 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Brazil,2.0,1.0,Spain,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,7,False,False,False,False,1,South America,Europe,South America
1962,1962-06-06 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Hungary,0.0,0.0,Argentina,,Chile,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,7,False,False,False,False,1,Europe,South America,South America
1962,1962-06-06 15:00:00,Group Stage,Nacional,Santiago De Chile ,Germany FR,2.0,0.0,Chile,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,7,True,False,False,False,1,Europe,South America,South America
1962,1962-06-07 15:00:00,Group Stage,Carlos Dittborn,Arica ,Yugoslavia,5.0,0.0,Colombia,,Chile,1960,5.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,7,False,False,False,False,1,Europe,South America,South America
1962,1962-06-07 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Mexico,3.0,1.0,Czechoslovakia,,Chile,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,7,False,False,False,False,1,North America,Europe,South America
1962,1962-06-07 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,England,0.0,0.0,Bulgaria,,Chile,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-06-07 15:00:00,Group Stage,Nacional,Santiago De Chile ,Italy,3.0,0.0,Switzerland,,Chile,1960,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,7,False,False,False,False,1,Europe,Europe,South America
1962,1962-06-10 14:30:00,Quarter-finals,Carlos Dittborn,Arica ,Chile,2.0,1.0,Soviet Union,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,3.0,7,True,False,False,False,4,South America,Europe,South America
1962,1962-06-10 14:30:00,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Brazil,3.0,1.0,England,,Chile,1960,2.0,Home Win,True,False,False,Clear,Quarter-finals,True,4.0,7,False,False,False,False,4,South America,Europe,South America
1962,1962-06-10 14:30:00,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,Czechoslovakia,1.0,0.0,Hungary,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,1.0,7,False,False,False,False,4,Europe,Europe,South America
1962,1962-06-10 14:30:00,Quarter-finals,Nacional,Santiago De Chile ,Yugoslavia,1.0,0.0,Germany FR,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,1.0,7,False,False,False,False,4,Europe,Europe,South America
1962,1962-06-13 14:30:00,Semi-finals,Estadio Sausalito,Vina Del Mar ,Czechoslovakia,3.0,1.0,Yugoslavia,,Chile,1960,2.0,Home Win,True,False,False,Clear,Semi-finals,True,4.0,7,False,False,False,False,6,Europe,Europe,South America
1962,1962-06-13 14:30:00,Semi-finals,Nacional,Santiago De Chile ,Brazil,4.0,2.0,Chile,,Chile,1960,2.0,Home Win,True,False,False,Clear,Semi-finals,True,6.0,7,True,False,False,False,6,South America,South America,South America
1962,1962-06-16 14:30:00,Third Place Match,Nacional,Santiago De Chile ,Chile,1.0,0.0,Yugoslavia,,Chile,1960,1.0,Home Win,True,False,False,Narrow,Third Place Match,True,1.0,7,True,False,False,False,5,South America,Europe,South America
1962,1962-06-17 14:30:00,Final,Nacional,Santiago De Chile ,Brazil,3.0,1.0,Czechoslovakia,,Chile,1960,2.0,Home Win,True,False,False,Clear,Final,True,4.0,7,False,False,False,False,7,South America,Europe,South America
1966,1966-07-11 19:30:00,Group Stage,Wembley Stadium,London ,England,0.0,0.0,Uruguay,,England,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,8,True,False,False,False,1,Europe,South America,Europe
1966,1966-07-12 19:30:00,Group Stage,Hillsborough,Sheffield ,Germany FR,5.0,0.0,Switzerland,,England,1960,5.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-12 19:30:00,Group Stage,Goodison Park,Liverpool ,Brazil,2.0,0.0,Bulgaria,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,8,False,False,False,False,1,South America,Europe,Europe
1966,1966-07-12 19:30:00,Group Stage,Ayresome Park,Middlesbrough ,Soviet Union,3.0,0.0,Korea DPR,,England,1960,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,8,False,False,False,False,1,Europe,Asia,Europe
1966,1966-07-13 19:30:00,Group Stage,Wembley Stadium,London ,France,1.0,1.0,Mexico,,England,1960,0.0,Draw,False,False,True,,Group Stage,False,2.0,8,False,False,False,False,1,Europe,North America,Europe
1966,1966-07-13 19:30:00,Group Stage,Old Trafford Stadium,Manchester ,Portugal,3.0,1.0,Hungary,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-13 19:30:00,Group Stage,Villa Park,Birmingham ,Argentina,2.0,1.0,Spain,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,8,False,False,False,False,1,South America,Europe,Europe
1966,1966-07-13 19:30:00,Group Stage,Roker Park Ground,Sunderland ,Italy,2.0,0.0,Chile,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,8,False,False,False,False,1,Europe,South America,Europe
1966,1966-07-15 19:30:00,Group Stage,White City,London ,Uruguay,2.0,1.0,France,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,8,False,False,False,False,1,South America,Europe,Europe
1966,1966-07-15 19:30:00,Group Stage,Hillsborough,Sheffield ,Spain,2.0,1.0,Switzerland,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-15 19:30:00,Group Stage,Goodison Park,Liverpool ,Hungary,3.0,1.0,Brazil,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,8,False,False,False,False,1,Europe,South America,Europe
1966,1966-07-15 19:30:00,Group Stage,Ayresome Park,Middlesbrough ,Korea DPR,1.0,1.0,Chile,,England,1960,0.0,Draw,False,False,True,,Group Stage,False,2.0,8,False,False,False,False,1,Asia,South America,Europe
1966,1966-07-16 15:00:00,Group Stage,Old Trafford Stadium,Manchester ,Portugal,3.0,0.0,Bulgaria,,England,1960,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-16 15:00:00,Group Stage,Villa Park,Birmingham ,Germany FR,0.0,0.0,Argentina,,England,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,8,False,False,False,False,1,Europe,South America,Europe
1966,1966-07-16 15:00:00,Group Stage,Roker Park Ground,Sunderland ,Soviet Union,1.0,0.0,Italy,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-16 19:30:00,Group Stage,Wembley Stadium,London ,England,2.0,0.0,Mexico,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,8,True,False,False,False,1,Europe,North America,Europe
1966,1966-07-19 16:30:00,Group Stage,Wembley Stadium,London ,Uruguay,0.0,0.0,Mexico,,England,1960,0.0,Draw,False,False,True,,Group Stage,False,0.0,8,False,False,False,False,1,South America,North America,Europe
1966,1966-07-19 19:30:00,Group Stage,Hillsborough,Sheffield ,Argentina,2.0,0.0,Switzerland,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,8,False,False,False,False,1,South America,Europe,Europe
1966,1966-07-19 19:30:00,Group Stage,Goodison Park,Liverpool ,Portugal,3.0,1.0,Brazil,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,8,False,False,False,False,1,Europe,South America,Europe
1966,1966-07-19 19:30:00,Group Stage,Ayresome Park,Middlesbrough ,Korea DPR,1.0,0.0,Italy,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,8,False,False,False,False,1,Asia,Europe,Europe
1966,1966-07-20 19:30:00,Group Stage,Wembley Stadium,London ,England,2.0,0.0,France,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,8,True,False,False,False,1,Europe,Europe,Europe
1966,1966-07-20 19:30:00,Group Stage,Old Trafford Stadium,Manchester ,Hungary,3.0,1.0,Bulgaria,,England,1960,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-20 19:30:00,Group Stage,Villa Park,Birmingham ,Germany FR,2.0,1.0,Spain,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,8,False,False,False,False,1,Europe,Europe,Europe
1966,1966-07-20 19:30:00,Group Stage,Roker Park Ground,Sunderland ,Soviet Union,2.0,1.0,Chile,,England,1960,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,8,False,False,False,False,1,Europe,South America,Europe
1966,1966-07-23 15:00:00,Quarter-finals,Wembley Stadium,London ,England,1.0,0.0,Argentina,,England,1960,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,1.0,8,True,False,False,False,4,Europe,South America,Europe
1966,1966-07-23 15:00:00,Quarter-finals,Hillsborough,Sheffield ,Germany FR,4.0,0.0,Uruguay,,England,1960,4.0,Home Win,True,False,False,Rout,Quarter-finals,True,4.0,8,False,False,False,False,4,Europe,South America,Europe
1966,1966-07-23 15:00:00,Quarter-finals,Roker Park Ground,Sunderland ,Soviet Union,2.0,1.0,Hungary,,England,1960,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,3.0,8,False,False,False,False,4,Europe,Europe,Europe
1966,1966-07-23 15:00:00,Quarter-finals,Goodison Park,Liverpool ,Portugal,5.0,3.0,Korea DPR,,England,1960,2.0,Home Win,True,False,False,Clear,Quarter-finals,True,8.0,8,False,False,False,False,4,Europe,Asia,Europe
1966,1966-07-25 19:30:00,Semi-finals,Goodison Park,Liverpool ,Germany FR,2.0,1.0,Soviet Union,,England,1960,1.0,Home Win,True,False,False,Narrow,Semi-finals,True,3.0,8,False,False,False,False,6,Europe,Europe,Europe
1966,1966-07-26 19:30:00,Semi-finals,Wembley Stadium,London ,England,2.0,1.0,Portugal,,England,1960,1.0,Home Win,True,False,False,Narrow,Semi-finals,True,3.0,8,True,False,False,False,6,Europe,Europe,Europe
1966,1966-07-28 19:30:00,Third Place Match,Wembley Stadium,London ,Portugal,2.0,1.0,Soviet Union,,England,1960,1.0,Home Win,True,False,False,Narrow,Third Place Match,True,3.0,8,False,False,False,False,5,Europe,Europe,Europe
1966,1966-07-30 15:00:00,Final,Wembley Stadium,London ,England,4.0,2.0,Germany FR,England win after extra time,England,1960,2.0,Home Win,True,False,False,Clear,Final,True,6.0,8,True,True,False,False,7,Europe,Europe,Europe
1970,1970-05-31 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Mexico,0.0,0.0,Soviet Union,,Mexico,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,9,True,False,False,False,1,North America,Europe,North America
1970,1970-06-02 16:00:00,Group Stage,Cuauhtemoc,Puebla ,Uruguay,2.0,0.0,Israel,,Mexico,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,9,False,False,False,False,1,South America,Asia,North America
1970,1970-06-02 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Peru,3.0,2.0,Bulgaria,,Mexico,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,9,False,False,False,False,1,South America,Europe,North America
1970,1970-06-02 16:00:00,Group Stage,Jalisco,Guadalajara ,England,1.0,0.0,Romania,,Mexico,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,9,False,False,False,False,1,Europe,Europe,North America
1970,1970-06-03 16:00:00,Group Stage,Luis Dosal,Toluca ,Italy,1.0,0.0,Sweden,,Mexico,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,9,False,False,False,False,1,Europe,Europe,North America
1970,1970-06-03 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Germany FR,2.0,1.0,Morocco,,Mexico,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,9,False,False,False,False,1,Europe,Africa,North America
